,transcript,Wormbase_id,type
52821,Y73F8A.1049,WBGene00173364,piRNA
52822,Y41E3.430,WBGene00173365,piRNA
52823,E03H12.24,WBGene00173366,piRNA
52824,H25K10.127,WBGene00173367,piRNA
52825,Y57G11C.1024,WBGene00173368,piRNA
52826,C39H7.62,WBGene00173369,piRNA
52827,Y65A5A.21,WBGene00173370,piRNA
52828,Y73B6BR.28,WBGene00173371,piRNA
52829,H25K10.128,WBGene00173372,piRNA
52830,Y51H4A.844,WBGene00173373,piRNA
52831,Y57G11C.1025,WBGene00173374,piRNA
52832,Y105C5B.1274,WBGene00173375,piRNA
52833,Y73B6BL.241,WBGene00173376,piRNA
52834,K01G12.19,WBGene00173377,piRNA
52835,C36E8.9,WBGene00173378,piRNA
52836,F55B11.122,WBGene00173379,piRNA
52837,Y40H7A.287,WBGene00173380,piRNA
52838,T23G4.113,WBGene00173381,piRNA
52839,B0350.60,WBGene00173382,piRNA
52840,Y73B6BL.242,WBGene00173383,piRNA
52841,Y105C5A.1153,WBGene00173384,piRNA
52842,Y57G11C.1026,WBGene00173385,piRNA
52843,Y116A8C.412,WBGene00173386,piRNA
52844,M199.127,WBGene00173387,piRNA
52845,Y57G11C.1027,WBGene00173388,piRNA
52846,C47A4.134,WBGene00173389,piRNA
52847,Y37A1B.311,WBGene00173390,piRNA
52848,Y67A10A.307,WBGene00173391,piRNA
52849,VY10G11R.63,WBGene00173392,piRNA
52850,Y4C6A.59,WBGene00173393,piRNA
52851,F13G11.130,WBGene00173394,piRNA
52852,Y43D4A.140,WBGene00173395,piRNA
52853,Y105C5B.1275,WBGene00173396,piRNA
52854,Y105C5A.1154,WBGene00173397,piRNA
52855,Y51H4A.845,WBGene00173398,piRNA
52856,F55B11.123,WBGene00173399,piRNA
52857,Y57G11C.1028,WBGene00173400,piRNA
52858,C06E7.78,WBGene00173401,piRNA
52859,C09B9.70,WBGene00173402,piRNA
52860,Y105C5A.1155,WBGene00173403,piRNA
52861,Y51H4A.846,WBGene00173404,piRNA
52862,Y73B6BL.243,WBGene00173405,piRNA
52863,H08M01.103,WBGene00173406,piRNA
52864,Y57G11C.1029,WBGene00173407,piRNA
52865,Y105C5A.1156,WBGene00173408,piRNA
52866,Y73F8A.1050,WBGene00173409,piRNA
52867,C27H2.104,WBGene00173410,piRNA
52868,Y64G10A.328,WBGene00173411,piRNA
52869,H06H21.31,WBGene00173412,piRNA
52870,Y51H4A.847,WBGene00173413,piRNA
52871,Y47H9B.3,WBGene00173414,piRNA
52872,Y60A9A.2,WBGene00173415,piRNA
52873,Y51H4A.848,WBGene00173416,piRNA
52874,Y43D4A.141,WBGene00173417,piRNA
52875,T23G4.114,WBGene00173418,piRNA
52876,H16O14.69,WBGene00173419,piRNA
52877,K02B2.30,WBGene00173420,piRNA
52878,Y37A1A.137,WBGene00173421,piRNA
52879,Y105C5B.1276,WBGene00173422,piRNA
52880,Y57G11C.1030,WBGene00173423,piRNA
52881,Y51H4A.849,WBGene00173424,piRNA
52882,Y10G11A.78,WBGene00173425,piRNA
52883,C01B10.41,WBGene00173426,piRNA
52884,C02B10.65,WBGene00173427,piRNA
52885,Y105C5B.1277,WBGene00173428,piRNA
52886,T23G4.115,WBGene00173429,piRNA
52887,T23G4.116,WBGene00173430,piRNA
52888,Y105C5A.1157,WBGene00173431,piRNA
52889,Y73F8A.1051,WBGene00173432,piRNA
52890,Y116A8A.126,WBGene00173433,piRNA
52891,K01G12.20,WBGene00173434,piRNA
52892,Y116A8A.127,WBGene00173435,piRNA
52893,Y43D4A.142,WBGene00173436,piRNA
52894,Y51H4A.850,WBGene00173437,piRNA
52895,H08M01.104,WBGene00173438,piRNA
52896,Y51H4A.851,WBGene00173439,piRNA
52897,Y105C5A.1158,WBGene00173440,piRNA
52898,Y105C5B.1278,WBGene00173441,piRNA
52899,Y73B6BL.244,WBGene00173442,piRNA
52900,Y64G10A.329,WBGene00173443,piRNA
52901,Y57G11C.1031,WBGene00173444,piRNA
52902,Y67A10A.308,WBGene00173445,piRNA
52903,Y105C5A.1159,WBGene00173446,piRNA
52904,Y57G11C.1032,WBGene00173447,piRNA
52905,C49A9.32,WBGene00173448,piRNA
52906,Y51B9A.11,WBGene00173449,piRNA
52907,Y51H4A.852,WBGene00173450,piRNA
52908,Y41E3.431,WBGene00173451,piRNA
52909,Y105C5B.1279,WBGene00173452,piRNA
52910,Y73B6BL.245,WBGene00173453,piRNA
52911,Y116A8C.413,WBGene00173454,piRNA
52912,Y40H7A.288,WBGene00173455,piRNA
52913,Y51H4A.853,WBGene00173456,piRNA
52914,Y105C5A.1160,WBGene00173457,piRNA
52915,Y116A8B.85,WBGene00173458,piRNA
52916,F58F9.21,WBGene00173459,piRNA
52917,T23G4.117,WBGene00173460,piRNA
52918,C31H1.84,WBGene00173461,piRNA
52919,Y105C5A.1161,WBGene00173462,piRNA
52920,Y67A10A.309,WBGene00173463,piRNA
52921,C35D6.108,WBGene00173464,piRNA
52922,Y105C5B.1280,WBGene00173465,piRNA
52923,Y51H4A.854,WBGene00173466,piRNA
52924,Y116A8C.414,WBGene00173467,piRNA
52925,B0478.20,WBGene00173468,piRNA
52926,Y45F10D.125,WBGene00173469,piRNA
52927,Y73B6BL.246,WBGene00173470,piRNA
52928,K03H9.4,WBGene00173471,piRNA
52929,W03F8.63,WBGene00173472,piRNA
52930,C39H7.63,WBGene00173473,piRNA
52931,Y57G11C.1033,WBGene00173474,piRNA
52932,Y73F8A.1052,WBGene00173475,piRNA
52933,C08F11.106,WBGene00173476,piRNA
52934,Y105C5B.1281,WBGene00173477,piRNA
52935,H12I19.105,WBGene00173478,piRNA
52936,nan,WBGene00173479,nan
52937,Y73F8A.1053,WBGene00173480,piRNA
52938,Y57G11A.203,WBGene00173481,piRNA
52939,Y105C5A.1162,WBGene00173482,piRNA
52940,Y64G10A.330,WBGene00173483,piRNA
52941,Y73B6BL.247,WBGene00173484,piRNA
52942,Y116A8C.415,WBGene00173485,piRNA
52943,T05A1.15,WBGene00173486,piRNA
52944,Y116A8B.86,WBGene00173487,piRNA
52945,Y116A8C.416,WBGene00173488,piRNA
52946,Y67A10A.310,WBGene00173489,piRNA
52947,H35B03.20,WBGene00173490,piRNA
52948,F38C2.84,WBGene00173491,piRNA
52949,H25K10.129,WBGene00173492,piRNA
52950,Y105C5B.1282,WBGene00173493,piRNA
52951,H04M03.71,WBGene00173494,piRNA
52952,K09E10.4,WBGene00173495,piRNA
52953,H25K10.130,WBGene00173496,piRNA
52954,C27H2.105,WBGene00173497,piRNA
52955,Y51H4A.855,WBGene00173498,piRNA
52956,F38C2.85,WBGene00173499,piRNA
52957,H35B03.21,WBGene00173500,piRNA
52958,H08M21.9,WBGene00173501,piRNA
52959,C35D6.109,WBGene00173502,piRNA
52960,T23G4.118,WBGene00173503,piRNA
52961,LLC1.107,WBGene00173504,piRNA
52962,K03D3.19,WBGene00173505,piRNA
52963,C11D2.87,WBGene00173506,piRNA
52964,Y37A1A.138,WBGene00173507,piRNA
52965,F45E4.13,WBGene00173508,piRNA
52966,C07B5.7,WBGene00173509,piRNA
52967,Y116A8A.128,WBGene00173510,piRNA
52968,T13A10.53,WBGene00173511,piRNA
52969,Y51H4A.856,WBGene00173512,piRNA
52970,Y57G11C.1034,WBGene00173513,piRNA
52971,Y64G10A.331,WBGene00173514,piRNA
52972,H16O14.70,WBGene00173515,piRNA
52973,C24A11.10,WBGene00173516,piRNA
52974,C10G6.45,WBGene00173517,piRNA
52975,C06E7.79,WBGene00173518,piRNA
52976,Y73F8A.1054,WBGene00173519,piRNA
52977,Y67A10A.311,WBGene00173520,piRNA
52978,F02H6.67,WBGene00173521,piRNA
52979,H04M03.72,WBGene00173522,piRNA
52980,Y105C5B.1283,WBGene00173523,piRNA
52981,F41H10.31,WBGene00173524,piRNA
52982,Y57G11C.1035,WBGene00173525,piRNA
52983,Y73F8A.1055,WBGene00173526,piRNA
52984,Y10G11A.79,WBGene00173527,piRNA
52985,Y41E3.432,WBGene00173528,piRNA
52986,B0547.31,WBGene00173529,piRNA
52987,Y4C6A.60,WBGene00173530,piRNA
52988,VY10G11R.64,WBGene00173531,piRNA
52989,C27H2.106,WBGene00173532,piRNA
52990,Y67A10A.312,WBGene00173533,piRNA
52991,Y40C5A.14,WBGene00173534,piRNA
52992,Y105C5B.1284,WBGene00173535,piRNA
52993,Y57G11A.204,WBGene00173536,piRNA
52994,Y51H4A.857,WBGene00173537,piRNA
52995,Y57G11C.1036,WBGene00173538,piRNA
52996,Y105C5A.1163,WBGene00173539,piRNA
52997,F55B11.124,WBGene00173540,piRNA
52998,Y51H4A.858,WBGene00173541,piRNA
52999,F59F3.8,WBGene00173542,piRNA
53000,Y40H7A.289,WBGene00173543,piRNA
53001,Y57G11C.1037,WBGene00173544,piRNA
53002,Y105C5A.1164,WBGene00173545,piRNA
53003,Y10G11A.80,WBGene00173546,piRNA
53004,T23G4.119,WBGene00173547,piRNA
53005,Y73F8A.1056,WBGene00173548,piRNA
53006,nan,WBGene00173549,nan
53007,Y116A8A.129,WBGene00173550,piRNA
53008,F41H10.32,WBGene00173551,piRNA
53009,Y57G11C.1038,WBGene00173552,piRNA
53010,H08M01.105,WBGene00173553,piRNA
53011,Y116A8C.417,WBGene00173554,piRNA
53012,Y51H4A.860,WBGene00173555,piRNA
53013,T13A10.54,WBGene00173556,piRNA
53014,C50H2.14,WBGene00173557,piRNA
53015,VY10G11R.65,WBGene00173558,piRNA
53016,Y51H4A.861,WBGene00173559,piRNA
53017,W09C2.6,WBGene00173560,piRNA
53018,Y105C5A.1165,WBGene00173561,piRNA
53019,Y57G11B.207,WBGene00173562,piRNA
53020,Y40H7A.290,WBGene00173563,piRNA
53021,F55B11.125,WBGene00173564,piRNA
53022,Y105C5B.1285,WBGene00173565,piRNA
53023,Y41E3.433,WBGene00173566,piRNA
53024,Y73F8A.1057,WBGene00173567,piRNA
53025,R57.3,WBGene00173568,piRNA
53026,Y74C9A.8,WBGene00173569,piRNA
53027,Y37A1B.312,WBGene00173570,piRNA
53028,C55C3.64,WBGene00173571,piRNA
53029,Y57G11C.1039,WBGene00173572,piRNA
53030,Y105C5B.1286,WBGene00173573,piRNA
53031,Y57G11C.1040,WBGene00173574,piRNA
53032,Y57G11C.1041,WBGene00173575,piRNA
53033,Y57G11C.1042,WBGene00173576,piRNA
53034,C31H1.85,WBGene00173577,piRNA
53035,C17H12.29,WBGene00173578,piRNA
53036,Y51H4A.862,WBGene00173579,piRNA
53037,Y57G11B.208,WBGene00173580,piRNA
53038,Y51H4A.863,WBGene00173581,piRNA
53039,Y116A8A.130,WBGene00173582,piRNA
53040,Y57G11C.1043,WBGene00173583,piRNA
53041,M6.9,WBGene00173584,piRNA
53042,Y73B6BL.248,WBGene00173585,piRNA
53043,Y57G11A.205,WBGene00173586,piRNA
53044,Y105C5B.1287,WBGene00173587,piRNA
53045,CD4.12,WBGene00173588,piRNA
53046,F38C2.86,WBGene00173589,piRNA
53047,B0564.12,WBGene00173590,piRNA
53048,F45E4.14,WBGene00173591,piRNA
53049,C35D6.110,WBGene00173592,piRNA
53050,Y45F10D.126,WBGene00173593,piRNA
53051,C01G5.24,WBGene00173594,piRNA
53052,Y73F8A.1058,WBGene00173595,piRNA
53053,Y57G11C.1044,WBGene00173596,piRNA
53054,Y67A10A.313,WBGene00173597,piRNA
53055,AC7.69,WBGene00173598,piRNA
53056,Y105C5A.1166,WBGene00173599,piRNA
53057,Y105C5A.1167,WBGene00173600,piRNA
53058,Y51H4A.864,WBGene00173601,piRNA
53059,Y64G10A.332,WBGene00173602,piRNA
53060,Y73B6BL.249,WBGene00173603,piRNA
53061,Y51H4A.865,WBGene00173604,piRNA
53062,Y40C7B.6,WBGene00173605,piRNA
53063,Y57G11C.1045,WBGene00173606,piRNA
53064,ZC410.8,WBGene00173607,piRNA
53065,H32C10.84,WBGene00173608,piRNA
53066,Y73B6BL.250,WBGene00173609,piRNA
53067,Y37A1A.139,WBGene00173610,piRNA
53068,Y43D4A.143,WBGene00173611,piRNA
53069,Y4C6A.61,WBGene00173612,piRNA
53070,Y73B6BR.29,WBGene00173613,piRNA
53071,Y105C5A.1168,WBGene00173614,piRNA
53072,F13G11.131,WBGene00173615,piRNA
53073,Y116A8C.418,WBGene00173616,piRNA
53074,Y9C9A.92,WBGene00173617,piRNA
53075,F28B12.4,WBGene00173618,piRNA
53076,Y116A8C.419,WBGene00173619,piRNA
53077,C06E7.80,WBGene00173620,piRNA
53078,Y57G11C.1046,WBGene00173621,piRNA
53079,Y51H4A.866,WBGene00173622,piRNA
53080,Y37A1B.313,WBGene00173623,piRNA
53081,Y105C5A.1169,WBGene00173624,piRNA
53082,Y105C5A.1170,WBGene00173625,piRNA
53083,K08B4.34,WBGene00173626,piRNA
53084,Y51H4A.867,WBGene00173627,piRNA
53085,C50F7.13,WBGene00173628,piRNA
53086,Y41E3.434,WBGene00173629,piRNA
53087,Y51H4A.868,WBGene00173630,piRNA
53088,Y57G11C.1047,WBGene00173631,piRNA
53089,Y65A5A.22,WBGene00173632,piRNA
53090,Y51H4A.869,WBGene00173633,piRNA
53091,Y41E3.435,WBGene00173634,piRNA
53092,C08G5.8,WBGene00173635,piRNA
53093,H16O14.71,WBGene00173636,piRNA
53094,C05C12.8,WBGene00173637,piRNA
53095,K08B4.35,WBGene00173638,piRNA
53096,F28C6.12,WBGene00173639,piRNA
53097,C42C1.18,WBGene00173640,piRNA
53098,Y57G11B.209,WBGene00173641,piRNA
53099,F38C2.87,WBGene00173642,piRNA
53100,Y57G11A.206,WBGene00173643,piRNA
53101,Y105C5A.1171,WBGene00173644,piRNA
53102,Y116A8B.87,WBGene00173645,piRNA
53103,E03A3.9,WBGene00173646,piRNA
53104,Y10G11A.81,WBGene00173647,piRNA
53105,M04B2.9,WBGene00173648,piRNA
53106,Y41E3.436,WBGene00173649,piRNA
53107,Y57G11C.1048,WBGene00173650,piRNA
53108,Y73F8A.1059,WBGene00173651,piRNA
53109,Y57G11C.1049,WBGene00173652,piRNA
53110,H32C10.85,WBGene00173653,piRNA
53111,Y105C5B.1288,WBGene00173654,piRNA
53112,Y43D4A.144,WBGene00173655,piRNA
53113,Y73F8A.1060,WBGene00173656,piRNA
53114,Y105C5B.1289,WBGene00173657,piRNA
53115,Y105C5A.1172,WBGene00173658,piRNA
53116,F26D12.84,WBGene00173659,piRNA
53117,F13G11.132,WBGene00173660,piRNA
53118,K08B4.36,WBGene00173661,piRNA
53119,F38C2.88,WBGene00173662,piRNA
53120,Y57G11A.207,WBGene00173663,piRNA
53121,AC7.70,WBGene00173664,piRNA
53122,Y43C5A.10,WBGene00173665,piRNA
53123,F44E8.37,WBGene00173666,piRNA
53124,B0513.83,WBGene00173667,piRNA
53125,Y116A8C.420,WBGene00173668,piRNA
53126,Y105C5A.1173,WBGene00173669,piRNA
53127,H01M01.6,WBGene00173670,piRNA
53128,C55C3.65,WBGene00173671,piRNA
53129,Y116A8C.421,WBGene00173672,piRNA
53130,B0513.84,WBGene00173673,piRNA
53131,Y105C5B.1290,WBGene00173674,piRNA
53132,C47A4.135,WBGene00173675,piRNA
53133,Y105C5B.1291,WBGene00173676,piRNA
53134,Y51H4A.870,WBGene00173677,piRNA
53135,H04M03.73,WBGene00173678,piRNA
53136,Y105C5B.1292,WBGene00173679,piRNA
53137,Y57G11C.1050,WBGene00173680,piRNA
53138,Y105C5B.1293,WBGene00173681,piRNA
53139,K02B2.31,WBGene00173682,piRNA
53140,F41H10.33,WBGene00173683,piRNA
53141,Y73F8A.1061,WBGene00173684,piRNA
53142,F55B11.126,WBGene00173685,piRNA
53143,R05A10.110,WBGene00173686,piRNA
53144,Y105C5B.1294,WBGene00173687,piRNA
53145,C52D10.114,WBGene00173688,piRNA
53146,Y105C5B.1295,WBGene00173689,piRNA
53147,C08F11.107,WBGene00173690,piRNA
53148,Y116A8B.88,WBGene00173691,piRNA
53149,Y41E3.437,WBGene00173692,piRNA
53150,Y73F8A.1062,WBGene00173693,piRNA
53151,Y37A1A.140,WBGene00173694,piRNA
53152,F52D4.30,WBGene00173695,piRNA
53153,Y73F8A.1063,WBGene00173696,piRNA
53154,Y105C5B.1296,WBGene00173697,piRNA
53155,Y39E4B.15,WBGene00173698,piRNA
53156,C31H1.86,WBGene00173699,piRNA
53157,Y105C5A.1174,WBGene00173700,piRNA
53158,Y105C5A.1175,WBGene00173701,piRNA
53159,Y116A8C.422,WBGene00173702,piRNA
53160,Y73F8A.1064,WBGene00173703,piRNA
53161,F23B2.31,WBGene00173704,piRNA
53162,Y73F8A.1065,WBGene00173705,piRNA
53163,T08B6.57,WBGene00173706,piRNA
53164,C08F11.108,WBGene00173707,piRNA
53165,Y73F8A.1066,WBGene00173708,piRNA
53166,Y4C6B.85,WBGene00173709,piRNA
53167,ZK896.12,WBGene00173710,piRNA
53168,Y57G11A.208,WBGene00173711,piRNA
53169,Y64G10A.333,WBGene00173712,piRNA
53170,Y57G11C.1051,WBGene00173713,piRNA
53171,Y73F8A.1067,WBGene00173714,piRNA
53172,Y41E3.438,WBGene00173715,piRNA
53173,C45E5.48,WBGene00173716,piRNA
53174,F52B11.90,WBGene00173717,piRNA
53175,Y57G11C.1052,WBGene00173718,piRNA
53176,Y73F8A.1068,WBGene00173719,piRNA
53177,Y57G11C.1053,WBGene00173720,piRNA
53178,F53F4.20,WBGene00173721,piRNA
53179,Y105C5A.1176,WBGene00173722,piRNA
53180,ZK328.9,WBGene00173723,piRNA
53181,T12B3.5,WBGene00173724,piRNA
53182,F38C2.89,WBGene00173725,piRNA
53183,Y105C5B.1297,WBGene00173726,piRNA
53184,ZK550.37,WBGene00173727,piRNA
53185,Y73B6BR.30,WBGene00173728,piRNA
53186,C05B10.13,WBGene00173729,piRNA
53187,Y105C5B.1298,WBGene00173730,piRNA
53188,Y45F10D.127,WBGene00173731,piRNA
53189,Y105C5B.1299,WBGene00173732,piRNA
53190,Y57G11C.1054,WBGene00173733,piRNA
53191,F26D12.85,WBGene00173734,piRNA
53192,Y73F8A.1069,WBGene00173735,piRNA
53193,ZK381.30,WBGene00173736,piRNA
53194,Y105C5B.1300,WBGene00173737,piRNA
53195,Y10G11A.82,WBGene00173738,piRNA
53196,C10G6.46,WBGene00173739,piRNA
53197,Y57G11C.1055,WBGene00173740,piRNA
53198,Y67A10A.314,WBGene00173741,piRNA
53199,Y73F8A.1070,WBGene00173742,piRNA
53200,Y57G11C.1056,WBGene00173743,piRNA
53201,F52B11.91,WBGene00173744,piRNA
53202,Y73B6BL.251,WBGene00173745,piRNA
53203,Y67A10A.315,WBGene00173746,piRNA
53204,Y105C5A.1177,WBGene00173747,piRNA
53205,LLC1.108,WBGene00173748,piRNA
53206,Y105C5B.1301,WBGene00173749,piRNA
53207,Y17G9A.76,WBGene00173750,piRNA
53208,M03D4.66,WBGene00173751,piRNA
53209,C45E5.49,WBGene00173752,piRNA
53210,Y43D4A.145,WBGene00173753,piRNA
53211,R01E6.8,WBGene00173754,piRNA
53212,Y73B6BL.252,WBGene00173755,piRNA
53213,ZK616.55,WBGene00173756,piRNA
53214,C49C3.19,WBGene00173757,piRNA
53215,VY10G11R.66,WBGene00173758,piRNA
53216,Y105C5A.1178,WBGene00173759,piRNA
53217,Y41E3.439,WBGene00173760,piRNA
53218,Y105C5A.1179,WBGene00173761,piRNA
53219,Y41E3.440,WBGene00173762,piRNA
53220,Y57G11C.1057,WBGene00173763,piRNA
53221,B0350.61,WBGene00173764,piRNA
53222,Y41E3.441,WBGene00173765,piRNA
53223,C27H2.107,WBGene00173766,piRNA
53224,Y40H7A.291,WBGene00173767,piRNA
53225,C44H9.10,WBGene00173768,piRNA
53226,Y116A8B.89,WBGene00173769,piRNA
53227,Y64G10A.334,WBGene00173770,piRNA
53228,Y57G11C.1058,WBGene00173771,piRNA
53229,Y105C5B.1302,WBGene00173772,piRNA
53230,Y51H4A.871,WBGene00173773,piRNA
53231,H06H21.32,WBGene00173774,piRNA
53232,C49A9.33,WBGene00173775,piRNA
53233,H34C03.15,WBGene00173776,piRNA
53234,R13H7.18,WBGene00173777,piRNA
53235,Y116A8A.131,WBGene00173778,piRNA
53236,C39H7.64,WBGene00173779,piRNA
53237,T08B6.58,WBGene00173780,piRNA
53238,M199.128,WBGene00173781,piRNA
53239,Y57G11C.1059,WBGene00173782,piRNA
53240,AC7.71,WBGene00173783,piRNA
53241,Y116A8C.423,WBGene00173784,piRNA
53242,C31H1.87,WBGene00173785,piRNA
53243,Y57G11C.1060,WBGene00173786,piRNA
53244,Y105C5B.1303,WBGene00173787,piRNA
53245,ZK381.31,WBGene00173788,piRNA
53246,Y105C5B.1304,WBGene00173789,piRNA
53247,Y105E8A.35,WBGene00173790,piRNA
53248,Y116A8C.424,WBGene00173791,piRNA
53249,Y73F8A.1071,WBGene00173792,piRNA
53250,Y105C5A.1180,WBGene00173793,piRNA
53251,Y105C5A.1181,WBGene00173794,piRNA
53252,Y73F8A.1072,WBGene00173795,piRNA
53253,T27E7.74,WBGene00173796,piRNA
53254,M199.129,WBGene00173797,piRNA
53255,B0273.102,WBGene00173798,piRNA
53256,Y105C5A.1182,WBGene00173799,piRNA
53257,Y116A8A.132,WBGene00173800,piRNA
53258,Y57G11C.1061,WBGene00173801,piRNA
53259,Y51H4A.872,WBGene00173802,piRNA
53260,Y64G10A.335,WBGene00173803,piRNA
53261,C35D6.111,WBGene00173804,piRNA
53262,F26D12.86,WBGene00173805,piRNA
53263,Y73B6BL.253,WBGene00173806,piRNA
53264,F02D10.8,WBGene00173807,piRNA
53265,Y37A1B.314,WBGene00173808,piRNA
53266,T09B9.6,WBGene00173809,piRNA
53267,C46A5.12,WBGene00173810,piRNA
53268,Y105C5B.1305,WBGene00173811,piRNA
53269,Y57G11C.1062,WBGene00173812,piRNA
53270,H16O14.72,WBGene00173813,piRNA
53271,Y57G11A.209,WBGene00173814,piRNA
53272,Y116A8C.425,WBGene00173815,piRNA
53273,C46G7.100,WBGene00173816,piRNA
53274,R05A10.111,WBGene00173817,piRNA
53275,C29A12.8,WBGene00173818,piRNA
53276,Y116A8C.426,WBGene00173819,piRNA
53277,T13A10.55,WBGene00173820,piRNA
53278,Y73F8A.1073,WBGene00173821,piRNA
53279,Y67A10A.316,WBGene00173822,piRNA
53280,Y57G11C.1063,WBGene00173823,piRNA
53281,Y9C9A.93,WBGene00173824,piRNA
53282,Y57G11C.1064,WBGene00173825,piRNA
53283,Y73B6BL.254,WBGene00173826,piRNA
53284,C09B9.71,WBGene00173827,piRNA
53285,Y73F8A.1074,WBGene00173828,piRNA
53286,H08M01.106,WBGene00173829,piRNA
53287,F52D4.31,WBGene00173830,piRNA
53288,C26B2.10,WBGene00173831,piRNA
53289,Y73F8A.1075,WBGene00173832,piRNA
53290,H09I01.3,WBGene00173833,piRNA
53291,Y105C5B.1306,WBGene00173834,piRNA
53292,Y73F8A.1076,WBGene00173835,piRNA
53293,C45E5.50,WBGene00173836,piRNA
53294,Y73F8A.1077,WBGene00173837,piRNA
53295,T06A10.96,WBGene00173838,piRNA
53296,Y43D4A.146,WBGene00173839,piRNA
53297,T05A6.7,WBGene00173840,piRNA
53298,Y105C5A.1183,WBGene00173841,piRNA
53299,Y73F8A.1078,WBGene00173842,piRNA
53300,Y105C5B.1307,WBGene00173843,piRNA
53301,Y57G11A.210,WBGene00173844,piRNA
53302,C09B9.72,WBGene00173845,piRNA
53303,Y105C5B.1308,WBGene00173846,piRNA
53304,Y64G10A.336,WBGene00173847,piRNA
53305,T24A6.22,WBGene00173848,piRNA
53306,Y105C5B.1309,WBGene00173849,piRNA
53307,Y51H4A.873,WBGene00173850,piRNA
53308,Y51H4A.874,WBGene00173851,piRNA
53309,Y105C5A.1184,WBGene00173852,piRNA
53310,F54D1.14,WBGene00173853,piRNA
53311,C27H2.108,WBGene00173854,piRNA
53312,Y73B6BL.255,WBGene00173855,piRNA
53313,Y57G11C.1065,WBGene00173856,piRNA
53314,Y51H4A.875,WBGene00173857,piRNA
53315,Y105C5A.1185,WBGene00173858,piRNA
53316,Y57G11C.1066,WBGene00173859,piRNA
53317,Y105C5B.1310,WBGene00173860,piRNA
53318,Y73B6BL.256,WBGene00173861,piRNA
53319,C18A11.9,WBGene00173862,piRNA
53320,Y40H7A.292,WBGene00173863,piRNA
53321,Y73F8A.1079,WBGene00173864,piRNA
53322,Y116A8C.427,WBGene00173865,piRNA
53323,Y73F8A.1080,WBGene00173866,piRNA
53324,Y64G10A.337,WBGene00173867,piRNA
53325,Y51H4A.876,WBGene00173868,piRNA
53326,Y105C5B.1311,WBGene00173869,piRNA
53327,Y10G11A.83,WBGene00173870,piRNA
53328,VY10G11R.67,WBGene00173871,piRNA
53329,Y105C5A.1186,WBGene00173872,piRNA
53330,Y105C5B.1312,WBGene00173873,piRNA
53331,Y37A1B.315,WBGene00173874,piRNA
53332,Y57G11C.1067,WBGene00173875,piRNA
53333,Y105C5B.1313,WBGene00173876,piRNA
53334,Y105C5B.1314,WBGene00173877,piRNA
53335,Y105C5A.1187,WBGene00173878,piRNA
53336,Y73F8A.1081,WBGene00173879,piRNA
53337,Y73F8A.1082,WBGene00173880,piRNA
53338,Y57G11C.1068,WBGene00173881,piRNA
53339,B0513.85,WBGene00173882,piRNA
53340,Y73F8A.1083,WBGene00173883,piRNA
53341,F59C12.5,WBGene00173884,piRNA
53342,H25K10.131,WBGene00173885,piRNA
53343,Y116A8C.428,WBGene00173886,piRNA
53344,Y7A9D.57,WBGene00173887,piRNA
53345,H25K10.132,WBGene00173888,piRNA
53346,F38C2.90,WBGene00173889,piRNA
53347,LLC1.109,WBGene00173890,piRNA
53348,K02B2.32,WBGene00173891,piRNA
53349,Y73F8A.1084,WBGene00173892,piRNA
53350,F26A1.16,WBGene00173893,piRNA
53351,C55C3.66,WBGene00173894,piRNA
53352,Y105C5B.1315,WBGene00173895,piRNA
53353,Y43D4A.147,WBGene00173896,piRNA
53354,Y105C5A.1188,WBGene00173897,piRNA
53355,Y45F10D.128,WBGene00173898,piRNA
53356,Y116A8B.90,WBGene00173899,piRNA
53357,Y105C5A.1189,WBGene00173900,piRNA
53358,C35D6.112,WBGene00173901,piRNA
53359,Y105C5A.1190,WBGene00173902,piRNA
53360,Y4C6A.62,WBGene00173903,piRNA
53361,C11D2.88,WBGene00173904,piRNA
53362,Y73F4A.4,WBGene00173905,piRNA
53363,Y40H7A.293,WBGene00173906,piRNA
53364,C35D6.113,WBGene00173907,piRNA
53365,Y105C5A.1191,WBGene00173908,piRNA
53366,Y67A10A.317,WBGene00173909,piRNA
53367,Y73F8A.1085,WBGene00173910,piRNA
53368,Y73F8A.1086,WBGene00173911,piRNA
53369,Y40H7A.294,WBGene00173912,piRNA
53370,T06A10.97,WBGene00173913,piRNA
53371,Y51H4A.877,WBGene00173914,piRNA
53372,F52B11.92,WBGene00173915,piRNA
53373,C35D6.114,WBGene00173916,piRNA
53374,F56F12.33,WBGene00173917,piRNA
53375,AC7.72,WBGene00173918,piRNA
53376,F56F12.34,WBGene00173919,piRNA
53377,F41H10.34,WBGene00173920,piRNA
53378,Y73F8A.1087,WBGene00173921,piRNA
53379,Y105C5A.1192,WBGene00173922,piRNA
53380,Y57G11A.211,WBGene00173923,piRNA
53381,Y105C5B.1316,WBGene00173924,piRNA
53382,Y105C5A.1193,WBGene00173925,piRNA
53383,C31H1.88,WBGene00173926,piRNA
53384,Y51H4A.878,WBGene00173927,piRNA
53385,Y105C5A.1194,WBGene00173928,piRNA
53386,Y105C5B.1317,WBGene00173929,piRNA
53387,Y51H4A.879,WBGene00173930,piRNA
53388,Y4C6B.86,WBGene00173931,piRNA
53389,Y105C5B.1318,WBGene00173932,piRNA
53390,C09B9.73,WBGene00173933,piRNA
